name,description,type,available_formats,source,coverage_extent,footprint,download_size,recommended_use,date_created,tags,known_issues,alternative_data,derivative_data,relationship_tag,category,download,download_link,order,wms_link,pop_link,thumb,main_image,wms_category
TNRIS 2010 50cm,"This project comprises areas in Cooke, Montague, Wise, and Grayson County Texas..  The project AOI was defined by new quarter-quarter-quadrangle, NQQQ, tiles.  The outside tiles were buffered by 300m on all sides and the interior tiles were buffered by 50m on all sides.  The project design of the lidar data acquisition was developed to support a nominal post spacing of 4pts /meter.  Data was acquired by Surdex Inc. and The Atlantic Group under sub-contract to Surdex from May 20 through August 4th , 2010.  Lidar data collection was performed with a Cessna 375 aircraft, utilizing a Leica ALS50-II MPiA sensor and a Cessna 210 aircraft, utilizing a Optech Sensor collecting multiple return x, y, and z data as well as intensity data. Lidar data was processed to achieve a bare ground surface.  Lidar data is remotely sensed high-resolution elevation data collected by an airborne collection platform. Using a combination of laser range finding, GPS positioning and inertial measurement technologies, lidar instruments are able to make highly detailed Digital Elevation Models (DEMs) of the earths terrain, man-made structures and vegetation. The purpose of this project is to collect and deliver topographic elevation point data derived from multiple return light detection and ranging (lidar) measurements for the  region in Texas. The elevation data will be used as base data for Texas flood plain mapping.",Raster,LAS,TNRIS,"Wise, Montague, Cooke, Grayson",DOQQQ,N/A Downloadable,"Basemap, Research, Analysis",2010,"Wise, Montague, Cooke, Grayson, Lidar, Point Cloud,  LAS, Elevation, County, Historical",,"DEM, Breaklines",,,lidar,F,,T,,,,,
TNRIS 2011 50cm,"The project area is 802 DOQQQ tiles covering approximately 3241 square miles in the central region of Texas.  The project design of the lidar data acquisition was developed to support a nominal post spacing of 4 points per square meter.  The dates of acquisition were from February 4, 2011 to March 5, 2011.  A Leica ALS50 phase II+ and a Leica ALS60 lidar sensor (Gonzales Block) were used collecting multiple return x, y, and z data as well as intensity data. Lidar data was processed to achieve a bare ground surface.  Lidar data is remotely sensed high-resolution elevation data collected by an airborne collection platform. Using a combination of laser range finding, GPS positioning and inertial measurement technologies, lidar instruments are able to make highly detailed Digital Elevation Models (DEMs) of the earths terrain, man-made structures and vegetation. The purpose of this project is to collect and deliver topographic elevation point data derived from multiple return light detection and ranging (lidar) measurements for north region in Texas. The elevation data will be used as base data for Texas flood plain mapping.",Raster,LAS,TNRIS,"Cooke, Grayson, Denton, Collin, Kaufman, Shelby, Sabin, Newton, Austin, Waller, Grimes, Walker, Washington, Colorado, Caldwell, Gonzales, Kerr, Kendall, Blanco",DOQQQ,N/A Downloadable,"Basemap, Research, Analysis",2011,"Cooke, Grayson, Denton, Collin, Kaufman, Shelby, Sabin, Newton, Austin, Waller, Grimes, Walker, Washington, Colorado, Caldwell, Gonzales, Kerr, Kendall, Blanco, Lidar, Point Cloud,  LAS, Elevation, County, Historical",,"DEM, Breaklines",,,lidar,F,,T,,,,,
TNRIS 2012 50cm,"This metadata record describes the topographic mapping of eleven small project sites mapped throughout Central and Eastern Texas in April of 2012. Site A consisted of a total of 40 individual tiles. The product covered by this metadata file consists of classified lidar point clouds in .LAS format, collected with a Trimble Harrier 68i lidar sensor by SAM, Inc. The purpose of this lidar data is to become part of an ongoing data collection by the State of Texas to support mapping and modeling of flood plains, hydrography, and terrain. The data will also be used by the Texas Commission on Environmental Quality (TCEQ) Dam Safety staff in the performance of hydraulic modeling to determine potential areas of inundation downstream of dam structures for inclusion in Emergency Action Plans and to more accurately assess the downstream hazard rating.",Raster,LAS,TNRIS,"Small Portions of Marion, Harrison, Smith, Henderson, Anderson, Ellis, Hood, Johnson, Callahan, Bandera",DOQQQQ,N/A Downloadable,"Basemap, Research, Analysis",2012,"Marion, Harrison, Smith, Henderson, Anderson, Ellis, Hood, Johnson, Callahan, Bandera, Lidar, Point Cloud,  LAS, Elevation, County, Historical",,"DEM, Breaklines",,,lidar,F,,T,,,,,
TNRIS 2013 50cm,"High Resolution Elevation Data for TWDB Project 580120703. This metadata file describes the attributes of the LAS deliverable for the Texas Water Development Board project number 580120703, specifically for the Central Area of Interest (AOI). The purpose of this project is to support the ongoing data collection efforts by the State of Texas to facilitate the mapping and modeling of flood plains, hydrography, and terrain. Aerial lidar data was collected for this project, encompassing two distinct Areas of Interest (AOIs) within the State of Texas. These AOIs were designated as the Northern and Central AOIs. The Northern AOI covered portions of the following counties in TX: Parker, Hood, Johnson, Ellis, Hill, Navarro, Henderson, McLennan, Limestone, Kaufmann, and Falls. The Central AOI covered portions of the following counties in TX: Guadalupe, Atascosa, Wilson, Gonzales, Karnes, DeWitt, Live Oak, and Bee.  The lidar collected was calibrated and processed to produce digital elevation model (DEM), lidar intensity image, classified LAS point cloud, and hydro-breakline files for the geographic areas covered by the AOIs. The total area encompassed by this project was 4,542 square miles and was supplemented by the collection of a 300m buffer to ensure coverage. The data are intended to exceed requirements for Federal Emergency Management Agency (FEMA) specifications for Floodplain Mapping as well as serve as an input to the U.S. Geological Survey refinements to the National Elevation Dataset. The products acquired by this contract will be made available in the public domain through the Texas Natural Resources Information System (TNRIS) for use by government and the public. The purpose of this project was to collect and deliver high resolution topographic elevation point data derived from multiple return light detection and ranging (lidar) measurements for two areas of interest in TX. The elevation data will be used as base data for various types of modeling and analysis",Raster,LAS,TNRIS,"Wilson, Karnes, Hill, Navarro, Ellis, Johnson, McLennan, Henderson",DOQQQQ,N/A Downloadable,"Basemap, Research, Analysis",2013,"Wilson, Karnes, Hill, Navarro, Ellis, Johnson, McLennan, Henderson, Lidar, Point Cloud,  LAS, Elevation, County, Historical",,"DEM, Breaklines",,,lidar,F,,T,,,,,
TOP 1996 CIR 1m,"a set of digital orthophoto images that are produced by VARGIS of Herndon, VA for the Texas Orthoimagery Program (TOP). TOP is administered by the Texas Department of Information Resources (DIR) on behalf of the Texas GIS Planning Council for the purpose of creating digital orthophoto quarter quadrangles (DOQs) throughout the state. TOP is supported by contributions from the Federal Government, the State of Texas, and local and regional organizations. The DOQ products produced for the Department of Information Resources and the GIS Planning Council under the Texas Orthoimagery Program reside in the public domain. A digital orthophoto is a raster image of remotely sensed data in which displacement in the image due to sensor orientation and terrain relief have been removed. Orthophotos combine the image characteristics of a photograph with the geometric qualities of a map. The DOQ is a 1-meter ground resolution, quarter-quadrangle (3.75-minutes of latitude by 3.75-minutes of longitude) image cast on the Universal Transverse Mercator Projection (UTM) on the North American Datum of 1983 (NAD83).",Raster,"GeoTiff, MrSID",TNRIS,Texas,"3.75"" Quarter Quad, CCM",20 MB,Basemap,1995-1997,"Texas, Statewide, Color Infrared, CIR, Orthoimagery, Aerial, Imagery, Historical","Age, Color balance, some images black and white",Web Service,CCM,,Imagery,T,,F,,,,,
TOP 2008 NC\CIR 50cm,"The 0.5-meter 2008/2009 digital orthophoto quarter quads (DOQQs) were collected through a partnership between the Texas Orthoimagery Program (TOP) and the USDA National Agriculture Imagery Program (NAIP).  Under NAIP, 213 Texas counties were acquired in 2008 during leaf-on conditions. Under TOP, the remaining 41 East Texas counties were collected during leaf-off conditions in January 2009 to complete statewide coverage. The January 2009 acquisition also included 18 coastal counties that were previously collected during the leaf-on 2008 acquisition. Through TOP, both 2008 and 2009 acquisitions were made available at 0.5-meter ground sample distance (GSD) as two 3-band datasets (natural color and color infrared). The 0.5-meter orthoimagery are rectified to within 3 - 5 meters or better of true ground, referencing absolute ground control collected for this project as well as ground control assembled for the state archive. The tiling format of the imagery is based on a 3.75' x 3.75' quarter quadrangle with a 150 meter buffer on all four sides. The quarter quads are projected to the UTM coordinate system, NAD83 datum. These image data may contain as much as 10% cloud cover per tile. Image products at 1m GSD were processed from the same 2008 and 2009 acquisitions and are available through TNRIS.",Raster,"GeoTiff, JPEG 2000",TNRIS,,"3.75"" Quarter Quad, CCM",100 MB,Basemap,2008,"Texas, Statewide, Color Infrared, CIR, Natural Color, NC, Orthoimagery, Aerial, Imagery, Historical",,Web Service,None,,Imagery,T,,F,r.tnris.org/arcgis/services/TOP/TOP_2008_50CM_NC/ImageServer/WMSServer,r.tnris.org/arcgis/rest/services/TOP/TOP_2008_50CM_NC/ImageServer?f=jsapi,,,
TOP 2009 NC\CIR 50cm,"The 0.5-meter 2008/2009 digital orthophoto quarter quads (DOQQs) were collected through a partnership between the Texas Orthoimagery Program (TOP) and the USDA National Agriculture Imagery Program (NAIP).  Under NAIP, 213 Texas counties were acquired in 2008 during leaf-on conditions. Under TOP, the remaining 41 East Texas counties were collected during leaf-off conditions in January 2009 to complete statewide coverage. The January 2009 acquisition also included 18 coastal counties that were previously collected during the leaf-on 2008 acquisition. Through TOP, both 2008 and 2009 acquisitions were made available at 0.5-meter ground sample distance (GSD) as two 3-band datasets (natural color and color infrared). The 0.5-meter orthoimagery are rectified to within 3 - 5 meters or better of true ground, referencing absolute ground control collected for this project as well as ground control assembled for the state archive. The tiling format of the imagery is based on a 3.75' x 3.75' quarter quadrangle with a 150 meter buffer on all four sides. The quarter quads are projected to the UTM coordinate system, NAD83 datum. These image data may contain as much as 10% cloud cover per tile. Image products at 1m GSD were processed from the same 2008 and 2009 acquisitions and are available through TNRIS.",Raster,"GeoTiff, JPEG 2000",TNRIS,,"3.75"" Quarter Quad, CCM",100 MB,Basemap,2009,"Texas, Statewide, Color Infrared, CIR, Natural Color, NC, Orthoimagery, Aerial, Imagery, Historical",,Web Service,None,,Imagery,T,,F,r.tnris.org/arcgis/services/TOP/TOP_2009_50CM_NC/ImageServer/WMSServer,r.tnris.org/arcgis/rest/services/TOP/TOP_2009_50CM_NC/ImageServer?f=jsapi,,,
TX Hillshade,"Hillshade for Texas (2004, 2011, 2013)",Raster/Imagery,"GRID, DEM, IMG","TNRIS-StratMap, USGS (NED)",Texas,Statewide coverage,,"Basemap, Research","2004, 2011","Elevation, Hillshade, Texas, Statewide, Background, Topography",,ArcGIS online Basemaps,,,Elevation,T,,F,,,,,
TX NED 2004,"The National Elevation Dataset (NED) is the primary elevation data product of the USGS and serves as the elevation layer of The National Map. The June 2004 release of the National Elevation Dataset (NED) represents the 25th update of the 1-arc-second NED layer since the bi-monthly maintenance schedule began in June 2000. This release includes existing source data and all new 7.5-minute digital elevation models (DEMs) available in the USGS Sales Database (SDB) as of May 1, 2004.",Raster,ESRI GRID,USGS,Texas,Statewide,N/A Downloadable,Basemap,2004,"National, Elevation, Texas, Statewide, Topography, USGS, United States Geological Survey",,,None,,Elevation,T,,F,,,,,
TX NED 2011,"The National Elevation Dataset (NED) is the primary elevation data product of the USGS and serves as the elevation layer of The National Map. The December, 2011 update of the National Elevation Dataset (NED) 1-, 1/3- and 1/9-arc-second collections were released on December 14, 2011. This marks the 63rd update of the 1-arc-second layer since bi-monthly revisions began in June, 2000. This release incorporates new light detection and ranging (lidar) data in addition to new standard production 10-meter digital elevation models (DEMs)",Raster,"IMG, DEM",USGS,Texas,Degree Block,,Basemap,2011,"National, Elevation, Texas, Statewide, Topography, USGS, United States Geological Survey",,,None,,Elevation,T,,F,,,,,
TX NED 2013,"The National Elevation Dataset (NED) is the primary elevation data product of the USGS and serves as the elevation layer of The National Map. The December, 2012 update of the National Elevation Dataset (NED) 1-, 1/3-and 1/9-arc-second collections were released on December 4, 2012. This marks the 69th update of the1-arc-second layer since bi-monthly revisions began in June, 2000. This release incorporates 14,551 square miles of new light detection and ranging (lidar) data into the NED 1/9-arc-second layer. The NED 1-and 1/3-arc-second layers were updated with 28330 square miles of migrated NED 1/9 source data and 4507 square miles of standard production 10-meter digital elevation models (DEMs).",Raster,"IMG, DEM",USGS,Texas,Degree Block,,Basemap,2013,"National, Elevation, Texas, Statewide, Topography, USGS, United States Geological Survey",,,None,,Elevation,T,,F,,,,,
TxDOT Reference Markers,Geographic representation of highway markers for Texas. Dataset is exported from TxDOT's TRM system and place on road network via linear referencing.,Vector,Shapefile,TxDOT,Texas,Statewide,1.75 MB,Basemap,2012,"Texas Department of Transportation, TxDOT, Road, Statewide, Reference Markers, Roadways",Age,None,None,,Transportation,F,,T,,,,,
TxDOT Roadways 2010-2012,"The data is maintained to enable the classification of roadway inventory attributes, satisfy federal and state roadway reporting requirements, and serve as a base layer for TxDOT's cartographic products. TxDOT's GIS polygons for incorporated cities. The data was created by the Transportation Planning and Programming Division of TxDOT in the Data Analysis, Mapping and Reporting Branch. The data is maintained to enable the visualization of highway inventory attributes, satisfy federal highway reporting requirements and serve as a base layer for TxDOT's cartographic products. TxDOT's GIS line work for State Maintained Highways, County Roads and Functionally Classified City Streets. The GIS line work is measured to enable the linear referencing of TxDOT's highway inventory attributes. The data was created by the Transportation Planning and Programming Division of TxDOT in the Data Analysis, Mapping and Reporting Branch. The data was created for linear referencing, analysis and general mapping. It was not created for address matching or networking.",Vector,Shapefile,TxDOT,Texas,Statewide,1.11 GB,Basemap,2010,"Texas Department of Transportation, TxDOT, Road, Statewide, Roadways, Historical",,None,None,,Transportation,T,http://tg-twdb-gemss.s3.amazonaws.com/d/transportation/txdot_roadways2010-2014.zip,F,,,,,
TxDOT Roadways 2013,"The data is maintained to enable the classification of roadway inventory attributes, satisfy federal and state roadway reporting requirements, and serve as a base layer for TxDOT's cartographic products. TxDOT's GIS polygons for incorporated cities. The data was created by the Transportation Planning and Programming Division of TxDOT in the Data Analysis, Mapping and Reporting Branch. The data is maintained to enable the visualization of highway inventory attributes, satisfy federal highway reporting requirements and serve as a base layer for TxDOT's cartographic products. TxDOT's GIS line work for State Maintained Highways, County Roads and Functionally Classified City Streets. The GIS line work is measured to enable the linear referencing of TxDOT's highway inventory attributes. The data was created by the Transportation Planning and Programming Division of TxDOT in the Data Analysis, Mapping and Reporting Branch. The data was created for linear referencing, analysis and general mapping. It was not created for address matching or networking.",Vector,Shapefile,TxDOT,Texas,Statewide,390 MB,Basemap,2013,"Texas Department of Transportation, TxDOT, Road, Statewide, Roadways",,None,None,,Transportation,T,http://tg-twdb-gemss.s3.amazonaws.com/d/transportation/txdot_roadways2014.zip,F,,,,,
TxDOT Texas Historic Overlay,"Texas Department of Transportation (TxDOT) created a GIS-based historic archaeological resource that helps avoid sensitive archaeological and cultural sites and guide field surveys. In an effort to more effectively manage cultural resources affected by highway construction and maintenance, archaeologists and historians in TxDOT's Environmental Affairs Division teamed with PBS&J to create a GIS-based historic archaeological resource. The Texas Historic Overlay (THO) would provide important information needed for planning transportation improvements and maintenance projects. The source information for creating the GIS would be historic-era maps. Today, the THO is an integral part of TxDOT's efforts to preserve and protect valuable resources, along with almost 80,000 miles of state highways, while securing rights-of-way for highway widening and new alignments for the future.",Raster/Imagery,MrSID,"TxDOT, PBS&J",Statewide coverage,"Texas, surrounding state, Mexico",16.6 GB,"Basemap, Research, Historical use",2011,"Texas Department of Transportation, TxDOT, Road, Statewide, Roadways, Historical",,,,,Transportation,F,,T,,,,,
Urban Areas,"U.S. National Atlas Urbanized Areas provides information about the locations, names, and populations of urbanized areas for conducting geographic analysis on national and large regional scales.",Vector,Shapefile,TxDOT,Texas,Statewide,,Basemap,,"U.S. National Atlas Urbanized Areas, locations, names, and population",,None,None,,Cultural,F,,F,,,,,
USGS 2002 Corpus Christi Bay NC 1m,"The National Aerial Photography Program (NAPP) was coordinated by the USGS as an interagency project to acquire cloud-free aerial photographs at an altitude of 20,000 feet above mean terrain elevation. The photographs were taken with a 6-inch focal length lens and are at a scale of 1:40,000. Coverage over the conterminous United States includes both black-and-white (BW) and color infrared (CIR) aerial photographs. Film type and extent of coverage were determined by available funds and operational requirements. The NAPP program, which was operational from 1987 to 2007, consists of more than 1.3 million images. Photographs were acquired on 9-inch film and were centered over quarters of USGS 7.5-minute quadrangles.",Raster,"GeoTiff, JPEG 2000",USGS,Corpus Christi Bay,"3.75"" Quarter Quad",N/A Downloadable,Basemap,2002,"Corpus Christy Bay, Nueces, Orthoimagery, Imagery, Aerial Photography, NC, Natural Color, United States Geological Survey",,Web Service,None,,Imagery,F,,T,r.tnris.org/arcgis/services/USGS/USGS_Corpus_Christi_Bay_2002_NC/ImageServer/WMSServer,r.tnris.org/arcgis/rest/services/USGS/USGS_Corpus_Christi_Bay_2002_NC/ImageServer?f=jsapi,,,
USGS 2008 120cm,"This Texas Coastal Light Detection and Ranging (lidar) Task Order is to provide high accuracy bare-earth processed, raw point cloud return data, and gridded lidar data, for approximately 2388 square miles consisting of the Texas counties of Kleberg and Kennedy. The project consisted of acquisition, post-processing, and classification of lidar data.  The classified bare-earth data achieves the following:  nominal horizontal spacing of 1.2 meters based on the Universal Transverse Mercator, Zone 14, related to the North American Datum of 1983 (NSRS2007).  Vertical accuracy was to achieve no more than 18.0 centimeters or better relative to the North American Vertical Datum of 1988. Accuracy statement is based on the area of moderate to flat terrain. Diminished accuracies are to be expected in areas in dense vegetation. The accuracy of the lidar data as tested met the vertical accuracy of 18.0 centimeters or less standards, however, derived products may be less accurate in areas of dense vegetation due to a lesser number of points defining the bare-earth in these areas.",Raster,LAS,USGS,"Kleberg, Kenedy",USGS 1k Grid,N/A Downloadable,"Basemap, Research, Analysis",2008,"Kleberg, Kennedy, Lidar, Point Cloud, LAS, Elevation, USGS, United States Geological Survey",,"DEM, Breaklines",,,lidar,F,,T,,,,,
USGS 2009 Amarillo 30cm NC,"This data set consists of 0.3-meter pixel resolution (approximately 1-foot), natural color orthoimages covering the urban area footprint of Amarillo, Lubbock and McAllen, Texas (approximately 1431 square miles).  An orthoimage is remotely sensed image data in which displacement of features in the image caused by terrain relief and sensor orientation have been mathematically removed. Orthoimagery combines the image characteristics of a photograph with the geometric qualities of a map.  The design accuracy is estimated not to exceed 3-meter diagonal RMSE (2.12m RMSE in X or Y).  Each orthoimage provides imagery over a 1500-meter by 1500-meter block on the ground. There is no image overlap between adjacent files. The projected coordinate system is UTM with a NAD83 datum. The naming convention is based on the U. S. National Grid (USNG), taking the coordinates of the SW corner of the orthoimage.",Raster,"GeoTiff, JPEG 2000",USGS,City of Amarillo,USNG,N/A Downloadable,Basemap,2009,"Amarillo, Potter, Orthoimagery, Imagery, Aerial Photography, NC, Natural Color, United States Geological Survey",,Web Service,None,,Imagery,F,,T,r.tnris.org/arcgis/services/USGS/USGS_Amarillo_2009_NC/ImageServer/WMSServer,r.tnris.org/arcgis/rest/services/USGS/USGS_Amarillo_2009_NC/ImageServer?f=jsapi,,,
USGS 2009 Border NC,"An orthoimage is remotely sensed image data in which displacement of features in the image caused by terrain relief and sensor orientation have been mathematically removed. Orthoimagery combines the image characteristics of a photograph with the geometric qualities of a map. For this dataset, the natural color orthoimages were produced at 0.3-meter pixel resolution (approximately 1-foot). The design accuracy is estimated not to exceed 6 meter horizontal RMSE for locations within the United States. Each orthoimage provides imagery for a 1500-meter by 1500-meter block on the ground. The projected coordinate system is UTM with a NAD83 datum, spheroid GRS80. There is no image overlap between adjacent files. The naming convention is based on the U.S. National Grid (USNG), taking the coordinates of the SW corner of the orthoimage. These data have been created as a result of the need for having geospatial data immediately available and easily accessible in order to provide geographic reference for federal, state, and local emergency responders, as well as for homeland security efforts.  Orthoimages also serve a variety of purposes, from interim maps to field references for earth science investigations and analysis.  The digital orthoimage is useful as a layer of a geographic information system.  These data can be used to provide reference information for web browsers and for map applications at a scale of 1:100:000 or smaller.",Raster,"GeoTiff, JPEG 2000",USGS,Texas-Mexico Border,USNG,N/A Downloadable,Basemap,2008,"Border, Orthoimagery, Imagery, Aerial Photography, NC, Natural Color, United States Geological Survey",,Web Service,None,,Imagery,F,,T,,,,,
USGS 2009 Lubbock 30cm NC,"This data set consists of 0.3-meter pixel resolution (approximately 1-foot), natural color orthoimages covering the urban area footprint of Amarillo, Lubbock and McAllen, Texas (approximately 1431 square miles).  An orthoimage is remotely sensed image data in which displacement of features in the image caused by terrain relief and sensor orientation have been mathematically removed. Orthoimagery combines the image characteristics of a photograph with the geometric qualities of a map.  The design accuracy is estimated not to exceed 3-meter diagonal RMSE (2.12m RMSE in X or Y).  Each orthoimage provides imagery over a 1500-meter by 1500-meter block on the ground. There is no image overlap between adjacent files. The projected coordinate system is UTM with a NAD83 datum. The naming convention is based on the U. S. National Grid (USNG), taking the coordinates of the SW corner of the orthoimage.  Nominal Acquisition Altitude (AGL) was 9600'. The geoid used to reduce satellite derived elevations to orthometric heights was Geoid 03.  GPS coordinates are referenced to NAD83 Universal Transverse Mercator Zone 14.  The maximum differential baseline length is 20.54 miles.  The mean baseline length is 15.84 miles.  Camera sensors calibration reports are included in the project report.  Calibration flights are flown regularly.",Raster,"GeoTiff, JPEG 2000",USGS,City of Lubbock,USNG,N/A Downloadable,Basemap,2009,"Lubbock, Orthoimagery, Imagery, Aerial Photography, NC, Natural Color, United States Geological Survey",,Web Service,None,,Imagery,F,,T,r.tnris.org/arcgis/services/USGS/USGS_Lubbock_2009_NC/ImageServer/WMSServer,r.tnris.org/arcgis/rest/services/USGS/USGS_Lubbock_2009_NC/ImageServer?f=jsapi,,,
USGS 2009 McAllen 30cm NC,"This data set consists of 0.3-meter pixel resolution (approximately 1-foot), natural color orthoimages covering the urban area footprint of Amarillo, Lubbock and McAllen, Texas (approximately 1431 square miles).  An orthoimage is remotely sensed image data in which displacement of features in the image caused by terrain relief and sensor orientation have been mathematically removed. Orthoimagery combines the image characteristics of a photograph with the geometric qualities of a map.  The design accuracy is estimated not to exceed 3-meter diagonal RMSE (2.12m RMSE in X or Y).  Each orthoimage provides imagery over a 1500-meter by 1500-meter block on the ground. There is no image overlap between adjacent files. The projected coordinate system is UTM with a NAD83 datum. The naming convention is based on the U. S. National Grid (USNG), taking the coordinates of the SW corner of the orthoimage.  Nominal Acquisition Altitude (AGL) was 9600'. The geoid used to reduce satellite derived elevations to orthometric heights was Geoid 03.  GPS coordinates are referenced to NAD83 Universal Transverse Mercator Zone 14.  The maximum differential baseline length is 20.54 miles.  The mean baseline length is 15.84 miles.  Camera sensors calibration reports are included in the project report.  Calibration flights are flown regularly.",Raster,"GeoTiff, JPEG 2000",USGS,City of McAllen,USNG,N/A Downloadable,Basemap,2009,"McAllen, Hidalgo, Orthoimagery, Imagery, Aerial Photography, NC, Natural Color, United States Geological Survey",,Web Service,None,,Imagery,F,,T,r.tnris.org/arcgis/services/USGS/USGS_McAllen_2009_NC/ImageServer/WMSServer,r.tnris.org/arcgis/rest/services/USGS/USGS_McAllen_2009_NC/ImageServer?f=jsapi,,,
USGS 2011 150cm,"This lidar dataset is for planning, acquisition, processing, and derivative products of lidar data to be collected for Calhoun, Nueces, Willacy, Hidalgo Counties, Texas. lidar data, and derivative products produced in compliance with this task order are part of the data to be obtained under the American Recovery and Reinvestment Act (ARRA) of 2009. Contract number G10PC00025. Specifications listed below are based on the U.S. Geological Survey National Geospatial Program Base lidar Specification, Version 13. USGS has a requirement for lidar data over Calhoun, Nueces, Willacy, Hidalgo Counties in Texas. Calhoun, Nueces, Willacy, Hidalgo Counties is to be collected at a nominal pulse spacing (NPS) of 2.0 meters. The Calhoun, Nueces, Willacy, Hidalgo Counties Texas lidar Acquisition project is to provide high accuracy bare-earth processed lidar data suitable for the project area. The project consisted of acquisition, post-processing, classification of lidar data, and creation of final deliverable products. All areas shall be collected at a nominal pulse spacing (NPS) of 2.0 meters based on UTM14, related to the North American Datum of 1983 (NSRS2007). Vertical accuracy was to achieve a RMSE Z of 12.5 cm (95% confidence level of less than 24.5 cm) or better in the ""Open Terrain"" land cover category for all areas.",Raster,LAS,USGS,"Calhoun, Nueces, Willacy, Hidalgo",USGS 1k Grid,N/A Downloadable,"Basemap, Research, Analysis",2011,"Lidar, Point Cloud, LAS,  Elevation, USGS, United States Geological Survey",,"DEM, Breaklines",,,lidar,F,,T,,,,,
USGS 2012 Amarillo 30cm NC,"This data set consists of 0.3-meter pixel resolution (approximately 1-foot), natural color orthoimages covering the urban area footprint of Amarillo Texas.  An orthoimage is remotely sensed image data in which displacement of features in the image caused by terrain relief and sensor orientation have been mathematically removed. Orthoimagery combines the image characteristics of a photograph with the geometric qualities of a map.  The design accuracy is estimated not to exceed 3-meter diagonal RMSE (2.12m RMSE in X or Y).  Each orthoimage provides imagery over a 1500-meter by 1500-meter block on the ground. There is no image overlap between adjacent files. The projected coordinate system is UTM with a NAD83 datum. The naming convention is based on the U. S. National Grid (USNG), taking the coordinates of the SW corner of the orthoimage.",Raster,"GeoTiff, JPEG 2000",USGS,City of Amarillo,USNG,N/A Downloadable,Basemap,2012,"Amarillo, Potter, Orthoimagery, Imagery, Aerial Photography, NC, Natural Color, United States Geological Survey",,Web Service,None,,Imagery,F,,T,r.tnris.org/arcgis/services/USGS/USGS_Amarillo_2012_NC/ImageServer/WMSServer,r.tnris.org/arcgis/rest/services/USGS/USGS_Amarillo_2012_NC/ImageServer?f=jsapi,,,
USGS 2012 El Paso 30cm NC,"This data set consists of 0.3-meter pixel resolution (approximately 1-foot), natural color orthoimages covering the urban area footprint of El Paso Texas.  An orthoimage is remotely sensed image data in which displacement of features in the image caused by terrain relief and sensor orientation have been mathematically removed. Orthoimagery combines the image characteristics of a photograph with the geometric qualities of a map.  The design accuracy is estimated not to exceed 3-meter diagonal RMSE (2.12m RMSE in X or Y).  Each orthoimage provides imagery over a 1500-meter by 1500-meter block on the ground. There is no image overlap between adjacent files. The projected coordinate system is UTM with a NAD83 datum. The naming convention is based on the U. S. National Grid (USNG), taking the coordinates of the SW corner of the orthoimage",Raster,"GeoTiff, JPEG 2000",USGS,City of El Paso,USNG,N/A Downloadable,Basemap,2012,"El Paso, Orthoimagery, Imagery, Aerial Photography, NC, Natural Color, United States Geological Survey",,Web Service,None,,Imagery,F,,T,r.tnris.org/arcgis/services/USGS/USGS_El_Paso_2012_NC/ImageServer/WMSServer,r.tnris.org/arcgis/rest/services/USGS/USGS_El_Paso_2012_NC/ImageServer?f=jsapi,,,
USGS 2013 Dallas\Fort Worth 30cm NC,"This data set consists of 0.3-meter pixel resolution (approximately 1-foot), natural color orthoimages covering the urban area footprint.  An orthoimage is remotely sensed image data in which displacement of features in the image caused by terrain relief and sensor orientation have been  mathematically removed. Orthoimagery combines the image characteristics of a photography with the geometric qualities of a map.  The design accuracy is estimated not to exceed 1.52 meters NSSDA 95% confidence (0.88-meters Root Mean Squared (RMSE) Error XY (0.62 meter RMSE X or Y). Each orthoimage provides imagery over a 1500-meter by 1500-meter block on the ground. There is no image overlap between adjacent files.  The projected coordinate system is UTM Zone 14 with a NAD83 datum.  The naming convention is based on the U.S. National Grid (USNG), taking the coordinates of the SW corner of the orthoimage."" An orthoimage is remotely sensed image data in which displacement of features in the image caused by terrain relief and sensor orientation have been mathematically removed. Orthoimagery combines the image characteristics of a photograph with the geometric qualities of a map.  There is no image overlap between adjacent files.",Raster,"GeoTiff, JPEG 2000",USGS,Dallas-Fort Worth,USNG,N/A Downloadable,Basemap,2013,"Dallas, Fort Worth, Tarrant, Orthoimagery, Imagery, Aerial Photography, NC, Natural Color, United States Geological Survey",,Web Service,None,,Imagery,F,,T,r.tnris.org/arcgis/services/USGS/USGS_Dallas_FortWorth_2013_30cm_NC/ImageServer/WMSServer,r.tnris.org/arcgis/rest/services/USGS/USGS_Dallas_FortWorth_2013_30cm_NC/ImageServer?f=jsapi,,,
